Region,Market,Store,Trade Date,Fiscal Period,Model,Line Of Business,Day Category,Revenue ,Units Sold ,Transaction Category
South West,Ekiti,Emure,9-May-15,2016-02,3002P,Parts,WorkDay,2602080,46,Medium
South West,Ekiti,Emure,10-May-15,2016-02,3002C,Parts,WorkDay,16080,33,Medium
South West,Ekiti,Emure,11-May-15,2016-02,4500C,Service Plan,WorkDay,11187600,66,High
South West,Ekiti,Emure,12-May-15,2016-02,2500C,Copier Sale,WorkDay,2627640,6,Low
South West,Ekiti,Emure,12-May-15,2016-02,4055T,Parts,WorkDay,490560,57,High
South West,Ekiti,Emure,13-May-15,2016-02,3002C,Service Plan,WorkDay,2523840,11,Low
South West,Ekiti,Emure,16-May-15,2016-02,2500P,Printer Sale,WorkDay,3451200,8,Low
South West,Ekiti,Emure,26-May-15,2016-02,3002C,Parts,WorkDay,271560,39,Medium
South West,Ekiti,Emure,26-May-15,2016-02,5001C,Parts,WorkDay,22560,43,Medium
South West,Ekiti,Emure,29-May-15,2016-02,3002P,Service Plan,Public Holiday,19445280,72,High
South West,Ekiti,Emure,30-May-15,2016-02,5001P,Service Plan,WorkDay,3957240,13,Low
South West,Ekiti,Gbonyin,1-May-15,2016-02,4055T,Parts,Public Holiday,327000,26,Medium
South West,Ekiti,Gbonyin,1-May-15,2016-02,5001P,Service Plan,Public Holiday,11665080,31,Medium
South West,Ekiti,Gbonyin,2-May-15,2016-02,3002C,Service Plan,WorkDay,1848000,8,Low
South West,Ekiti,Gbonyin,10-May-15,2016-02,2500P,Printer Sale,WorkDay,1884960,3,Low
South West,Ekiti,Gbonyin,10-May-15,2016-02,3002C,Parts,WorkDay,480120,15,Low
South West,Ekiti,Gbonyin,10-May-15,2016-02,3002P,Parts,WorkDay,63600,28,Medium
South West,Ekiti,Gbonyin,16-May-15,2016-02,3002P,Parts,WorkDay,1245600,21,Medium
South West,Ekiti,Gbonyin,19-May-15,2016-02,3002P,Service Plan,WorkDay,4270200,14,Low
South West,Ekiti,Gbonyin,20-May-15,2016-02,3002C,Parts,WorkDay,440520,17,Low
South West,Ekiti,Gbonyin,20-May-15,2016-02,5001C,Parts,WorkDay,885000,47,Medium
South West,Ekiti,Gbonyin,26-May-15,2016-02,5001C,Parts,WorkDay,24480,21,Medium
South West,Ekiti,Gbonyin,27-May-15,2016-02,2500C,Copier Sale,Observance,1233360,4,Low
South West,Ekiti,Gbonyin,28-May-15,2016-02,3002C,Parts,WorkDay,220320,12,Low
South West,Ekiti,Gbonyin,28-May-15,2016-02,4500C,Service Plan,WorkDay,7115280,49,Medium
South West,Ekiti,Gbonyin,31-May-15,2016-02,3002C,Parts,WorkDay,4800,16,Low
South West,Ekiti,Gbonyin,31-May-15,2016-02,5001C,Service Plan,WorkDay,1708560,8,Low
South West,Ogun,Abeokuta North,2-May-15,2016-02,2500P,Printer Sale,WorkDay,1613760,2,Low
South West,Ogun,Abeokuta North,3-May-15,2016-02,3002P,Service Plan,WorkDay,8390280,22,Medium
South West,Ogun,Abeokuta North,3-May-15,2016-02,5001C,Service Plan,WorkDay,911880,5,Low
South West,Ogun,Abeokuta North,4-May-15,2016-02,3002C,Parts,WorkDay,14880,49,Medium
South West,Ogun,Abeokuta North,4-May-15,2016-02,5001C,Parts,WorkDay,360600,47,Medium
South West,Ogun,Abeokuta North,11-May-15,2016-02,3002P,Parts,WorkDay,126720,39,Medium
South West,Ogun,Abeokuta North,11-May-15,2016-02,4500C,Service Plan,WorkDay,3605640,23,Medium
South West,Ogun,Abeokuta North,13-May-15,2016-02,3002C,Parts,WorkDay,34680,18,Low
South West,Ogun,Abeokuta North,14-May-15,2016-02,3002C,Service Plan,WorkDay,1786920,10,Low
South West,Ogun,Abeokuta North,16-May-15,2016-02,5001P,Service Plan,WorkDay,935040,3,Low
South West,Ogun,Abeokuta North,19-May-15,2016-02,2500C,Copier Sale,WorkDay,1318560,4,Low
South West,Ogun,Abeokuta North,19-May-15,2016-02,3002P,Parts,WorkDay,1616400,37,Medium
South West,Ogun,Abeokuta North,25-May-15,2016-02,5001C,Parts,WorkDay,9600,49,Medium
South West,Ogun,Abeokuta North,28-May-15,2016-02,4055T,Parts,WorkDay,375480,18,Low
South West,Ogun,Abeokuta North,30-May-15,2016-02,3002C,Parts,WorkDay,40440,18,Low
South West,Ogun,Abeokuta South,1-May-15,2016-02,3002C,Parts,Public Holiday,110040,57,High
South West,Ogun,Abeokuta South,1-May-15,2016-02,3002P,Parts,Public Holiday,670560,14,Low
South West,Ogun,Abeokuta South,1-May-15,2016-02,4500C,Service Plan,Public Holiday,17338680,108,High
South West,Ogun,Abeokuta South,1-May-15,2016-02,4500P,Service Plan,Public Holiday,6360,53,High
South West,Ogun,Abeokuta South,2-May-15,2016-02,5001C,Parts,WorkDay,352560,15,Low
South West,Ogun,Abeokuta South,7-May-15,2016-02,3002P,Service Plan,WorkDay,8866680,39,Medium
South West,Ogun,Abeokuta South,11-May-15,2016-02,3002C,Parts,WorkDay,12000,19,Low
South West,Ogun,Abeokuta South,11-May-15,2016-02,4055T,Parts,WorkDay,451080,22,Medium
South West,Ogun,Abeokuta South,14-May-15,2016-02,3002C,Parts,WorkDay,120000,22,Medium
South West,Ogun,Abeokuta South,16-May-15,2016-02,3002C,Service Plan,WorkDay,2779680,20,Low
South West,Ogun,Abeokuta South,18-May-15,2016-02,2500P,Printer Sale,WorkDay,4161240,6,Low
South West,Ogun,Abeokuta South,18-May-15,2016-02,5001C,Service Plan,WorkDay,1224840,4,Low
South West,Ogun,Abeokuta South,19-May-15,2016-02,2500C,Copier Sale,WorkDay,3536760,10,Low
South West,Ogun,Abeokuta South,21-May-15,2016-02,3002C,Parts,WorkDay,21360,57,High
South West,Ogun,Abeokuta South,21-May-15,2016-02,3002P,Parts,WorkDay,1394400,50,Medium
South West,Ogun,Abeokuta South,25-May-15,2016-02,5001P,Service Plan,WorkDay,2052480,10,Low
South West,Ogun,Ado-Odo/Ota,3-May-15,2016-02,5001P,Parts,WorkDay,479400,20,Low
South West,Ogun,Ado-Odo/Ota,6-May-15,2016-02,3002P,Parts,WorkDay,2209680,45,Medium
South West,Ogun,Ado-Odo/Ota,8-May-15,2016-02,3002C,Parts,WorkDay,14880,49,Medium
South West,Ogun,Ado-Odo/Ota,13-May-15,2016-02,4500C,Service Plan,WorkDay,10679760,39,Medium
South West,Ogun,Ado-Odo/Ota,14-May-15,2016-02,3002P,Service Plan,WorkDay,18143880,61,High
South West,Ogun,Ado-Odo/Ota,15-May-15,2016-02,2500C,Copier Sale,WorkDay,2499240,6,Low
South West,Ogun,Ado-Odo/Ota,15-May-15,2016-02,4055T,Parts,WorkDay,217920,18,Low
South West,Ogun,Ado-Odo/Ota,15-May-15,2016-02,5001C,Parts,WorkDay,170880,60,High
South West,Ogun,Ado-Odo/Ota,18-May-15,2016-02,2500P,Printer Sale,WorkDay,3214800,6,Low
South West,Ogun,Ado-Odo/Ota,20-May-15,2016-02,5001P,Service Plan,WorkDay,5670240,15,Low
South West,Ogun,Ado-Odo/Ota,21-May-15,2016-02,3002C,Service Plan,WorkDay,4135080,26,Medium
South West,Ogun,Ado-Odo/Ota,22-May-15,2016-02,3002C,Parts,WorkDay,45000,39,Medium
South West,Ogun,Ado-Odo/Ota,24-May-15,2016-02,3002P,Parts,WorkDay,694080,12,Low
South West,Ogun,Ado-Odo/Ota,26-May-15,2016-02,5001C,Service Plan,WorkDay,1616160,6,Low
South West,Ogun,Ado-Odo/Ota,29-May-15,2016-02,5001C,Parts,Public Holiday,2530440,36,Medium
South West,Ondo,Akoko North-East,6-May-15,2016-02,3002C,Service Plan,WorkDay,3891000,17,Low
South West,Ondo,Akoko North-East,7-May-15,2016-02,3002C,Parts,WorkDay,194160,20,Low
South West,Ondo,Akoko North-East,10-May-15,2016-02,2500P,Printer Sale,WorkDay,3338280,5,Low
South West,Ondo,Akoko North-East,12-May-15,2016-02,5001C,Service Plan,WorkDay,209760,2,Low
South West,Ondo,Akoko North-East,18-May-15,2016-02,3002C,Parts,WorkDay,16080,38,Medium
South West,Ondo,Akoko North-East,18-May-15,2016-02,5001P,Parts,WorkDay,135720,36,Medium
South West,Ondo,Akoko North-East,22-May-15,2016-02,3002P,Service Plan,WorkDay,10508040,36,Medium
South West,Ondo,Akoko North-East,23-May-15,2016-02,4500C,Service Plan,WorkDay,6918120,37,Medium
South West,Ondo,Akoko North-East,25-May-15,2016-02,3002P,Parts,WorkDay,2559360,18,Low
South West,Ondo,Akoko North-East,25-May-15,2016-02,4500P,Service Plan,WorkDay,1431000,5,Low
South West,Ondo,Akoko North-East,26-May-15,2016-02,5001P,Service Plan,WorkDay,1045440,3,Low
South West,Ondo,Akoko North-East,29-May-15,2016-02,3002P,Parts,Public Holiday,116880,43,Medium
South West,Ondo,Akoko North-East,30-May-15,2016-02,2500C,Copier Sale,WorkDay,3390000,12,Low
South West,Ondo,Akoko North-East,31-May-15,2016-02,4055T,Parts,WorkDay,517200,39,Medium
South West,Ondo,Akoko North-West,1-May-15,2016-02,5001P,Parts,Public Holiday,262920,19,Low
South West,Ondo,Akoko North-West,3-May-15,2016-02,5001C,Service Plan,WorkDay,68640,32,Medium
South West,Ondo,Akoko North-West,4-May-15,2016-02,4500C,Service Plan,WorkDay,9519480,58,High
South West,Ondo,Akoko North-West,6-May-15,2016-02,3002C,Parts,WorkDay,76920,58,High
South West,Ondo,Akoko North-West,7-May-15,2016-02,2500C,Copier Sale,WorkDay,3053160,9,Low
South West,Ondo,Akoko North-West,11-May-15,2016-02,4055T,Parts,WorkDay,436080,15,Low
South West,Ondo,Akoko North-West,13-May-15,2016-02,5001P,Service Plan,WorkDay,1238760,4,Low
South West,Ondo,Akoko North-West,15-May-15,2016-02,3002C,Service Plan,WorkDay,2296200,16,Low
South West,Ondo,Akoko North-West,15-May-15,2016-02,3002P,Parts,WorkDay,184320,31,Medium
South West,Ondo,Akoko North-West,18-May-15,2016-02,3002P,Service Plan,WorkDay,8128680,36,Medium
South West,Ondo,Akoko North-West,19-May-15,2016-02,3002P,Parts,WorkDay,1320720,16,Low
South West,Ondo,Akoko North-West,23-May-15,2016-02,4500P,Service Plan,WorkDay,13800,52,High
South West,Ondo,Akoko North-West,28-May-15,2016-02,5001C,Parts,WorkDay,31680,15,Low
South West,Ondo,Akoko North-West,29-May-15,2016-02,2500P,Printer Sale,Public Holiday,4318680,9,Low
South West,Ondo,Akoko North-West,31-May-15,2016-02,3002C,Parts,WorkDay,264000,43,Medium
South West,Ondo,Akoko South-East,2-May-15,2016-02,3002P,Parts,WorkDay,1035600,41,Medium
South West,Ondo,Akoko South-East,3-May-15,2016-02,4500P,Service Plan,WorkDay,68400,10,Low
South West,Ondo,Akoko South-East,4-May-15,2016-02,5001P,Parts,WorkDay,40080,54,High
South West,Ondo,Akoko South-East,7-May-15,2016-02,5001C,Service Plan,WorkDay,377040,1,Low
South West,Ondo,Akoko South-East,12-May-15,2016-02,3002C,Service Plan,WorkDay,2388480,13,Low
South West,Ondo,Akoko South-East,13-May-15,2016-02,3002C,Parts,WorkDay,25200,34,Medium
South West,Ondo,Akoko South-East,20-May-15,2016-02,4500C,Service Plan,WorkDay,3580080,22,Medium
South West,Ondo,Akoko South-East,23-May-15,2016-02,5001C,Parts,WorkDay,115560,30,Medium
South West,Ondo,Akoko South-East,26-May-15,2016-02,3002C,Parts,WorkDay,45240,37,Medium
South West,Ondo,Akoko South-East,26-May-15,2016-02,5001P,Service Plan,WorkDay,2154480,6,Low
South West,Ondo,Akoko South-East,27-May-15,2016-02,4055T,Parts,Observance,1554240,36,Medium
South West,Ondo,Akoko South-East,28-May-15,2016-02,3002C,Parts,WorkDay,864840,23,Medium
South West,Ondo,Akoko South-East,28-May-15,2016-02,3002P,Service Plan,WorkDay,8151720,30,Medium
South West,Ondo,Akoko South-East,29-May-15,2016-02,2500P,Printer Sale,Public Holiday,2587800,5,Low
South West,Ondo,Akoko South-East,29-May-15,2016-02,3002P,Parts,Public Holiday,383880,37,Medium
South West,Ondo,Akoko South-East,30-May-15,2016-02,2500C,Copier Sale,WorkDay,4079640,8,Low
South West,Ondo,Akoko South-West,5-May-15,2016-02,3002C,Parts,WorkDay,27600,59,High
South West,Ondo,Akoko South-West,5-May-15,2016-02,3002C,Service Plan,WorkDay,1948440,8,Low
South West,Ondo,Akoko South-West,5-May-15,2016-02,3002P,Parts,WorkDay,124320,59,High
South West,Ondo,Akoko South-West,5-May-15,2016-02,4055T,Parts,WorkDay,35880,37,Medium
South West,Ondo,Akoko South-West,5-May-15,2016-02,5001P,Parts,WorkDay,122040,14,Low
South West,Ondo,Akoko South-West,5-May-15,2016-02,5001P,Service Plan,WorkDay,1007520,2,Low
South West,Ondo,Akoko South-West,7-May-15,2016-02,4500C,Service Plan,WorkDay,8587440,38,Medium
South West,Ondo,Akoko South-West,8-May-15,2016-02,3002P,Service Plan,WorkDay,8366160,34,Medium
South West,Ondo,Akoko South-West,9-May-15,2016-02,3002C,Parts,WorkDay,148920,60,High
South West,Ondo,Akoko South-West,12-May-15,2016-02,2500P,Printer Sale,WorkDay,3802680,5,Low
South West,Ondo,Akoko South-West,18-May-15,2016-02,4500P,Service Plan,WorkDay,405720,2,Low
South West,Ondo,Akoko South-West,19-May-15,2016-02,5001C,Service Plan,WorkDay,155760,1,Low
South West,Ondo,Akoko South-West,20-May-15,2016-02,5001C,Parts,WorkDay,159600,31,Medium
South West,Ondo,Akoko South-West,25-May-15,2016-02,5001C,Parts,WorkDay,26400,30,Medium
South West,Ondo,Akoko South-West,27-May-15,2016-02,2500C,Copier Sale,Observance,4813800,12,Low
South West,Ondo,Akoko South-West,28-May-15,2016-02,3002C,Parts,WorkDay,14880,45,Medium
South West,Ondo,Akoko South-West,28-May-15,2016-02,3002P,Parts,WorkDay,1723200,20,Low
South West,Ondo,Akure North,2-May-15,2016-02,5001C,Parts,WorkDay,14640,14,Low
South West,Ondo,Akure North,5-May-15,2016-02,3002C,Parts,WorkDay,105960,30,Medium
South West,Ondo,Akure North,6-May-15,2016-02,3002C,Service Plan,WorkDay,4170240,17,Low
South West,Ondo,Akure North,6-May-15,2016-02,4055T,Parts,WorkDay,780720,24,Medium
South West,Ondo,Akure North,11-May-15,2016-02,5001P,Service Plan,WorkDay,1865640,4,Low
South West,Ondo,Akure North,14-May-15,2016-02,3002C,Parts,WorkDay,107640,40,Medium
South West,Ondo,Akure North,15-May-15,2016-02,2500P,Printer Sale,WorkDay,7164840,14,Low
South West,Ondo,Akure North,15-May-15,2016-02,5001P,Parts,WorkDay,248520,32,Medium
South West,Ondo,Akure North,18-May-15,2016-02,3002P,Service Plan,WorkDay,15711480,66,High
South West,Ondo,Akure North,21-May-15,2016-02,3002P,Parts,WorkDay,42120,25,Medium
South West,Ondo,Akure North,22-May-15,2016-02,4500C,Service Plan,WorkDay,13962480,57,High
South West,Ondo,Akure North,24-May-15,2016-02,5001C,Service Plan,WorkDay,624720,4,Low
South West,Ondo,Akure North,27-May-15,2016-02,3002C,Parts,Observance,337200,11,Low
South West,Ondo,Akure North,27-May-15,2016-02,3002P,Parts,Observance,4594080,32,Medium
South West,Ondo,Akure North,28-May-15,2016-02,2500C,Copier Sale,WorkDay,3264240,10,Low
South West,Ondo,Akure South,3-May-15,2016-02,5001C,Service Plan,WorkDay,110400,24,Medium
South West,Ondo,Akure South,4-May-15,2016-02,4500C,Service Plan,WorkDay,7018080,25,Medium
South West,Ondo,Akure South,5-May-15,2016-02,3002C,Service Plan,WorkDay,1724280,10,Low
South West,Ondo,Akure South,7-May-15,2016-02,3002P,Parts,WorkDay,387120,30,Medium
South West,Ondo,Akure South,10-May-15,2016-02,3002C,Parts,WorkDay,273240,32,Medium
South West,Ondo,Akure South,11-May-15,2016-02,5001C,Parts,WorkDay,229800,56,High
South West,Ondo,Akure South,12-May-15,2016-02,3002C,Parts,WorkDay,17640,56,High
South West,Ondo,Akure South,14-May-15,2016-02,3002P,Service Plan,WorkDay,7098480,34,Medium
South West,Ondo,Akure South,21-May-15,2016-02,4055T,Parts,WorkDay,567720,30,Medium
South West,Ondo,Akure South,23-May-15,2016-02,3002C,Parts,WorkDay,174480,23,Medium
South West,Ondo,Akure South,23-May-15,2016-02,5001P,Service Plan,WorkDay,1460160,5,Low
South West,Ondo,Akure South,24-May-15,2016-02,2500P,Printer Sale,WorkDay,6775200,12,Low
South West,Ondo,Akure South,25-May-15,2016-02,2500C,Copier Sale,WorkDay,3344040,9,Low
South West,Ondo,Akure South,28-May-15,2016-02,3002P,Parts,WorkDay,2781960,50,Medium
South West,Ondo,Akure South,29-May-15,2016-02,5001C,Parts,Public Holiday,2160,15,Low
South West,Osun,Ede North,2-May-15,2016-02,3002C,Parts,WorkDay,16800,29,Medium
South West,Osun,Ede North,3-May-15,2016-02,5001C,Service Plan,WorkDay,746160,3,Low
South West,Osun,Ede North,8-May-15,2016-02,5001P,Service Plan,WorkDay,1529280,7,Low
South West,Osun,Ede North,11-May-15,2016-02,2500C,Copier Sale,WorkDay,1501680,6,Low
South West,Osun,Ede North,13-May-15,2016-02,5001C,Parts,WorkDay,1385280,35,Medium
South West,Osun,Ede North,14-May-15,2016-02,4500P,Service Plan,WorkDay,776880,3,Low
South West,Osun,Ede North,21-May-15,2016-02,3002P,Service Plan,WorkDay,8099520,22,Medium
South West,Osun,Ede North,22-May-15,2016-02,3002C,Parts,WorkDay,13800,39,Medium
South West,Osun,Ede North,22-May-15,2016-02,4055T,Parts,WorkDay,17400,20,Low
South West,Osun,Ede North,23-May-15,2016-02,3002C,Service Plan,WorkDay,1579920,9,Low
South West,Osun,Ede North,23-May-15,2016-02,3002P,Parts,WorkDay,1261920,45,Medium
South West,Osun,Ede North,24-May-15,2016-02,3002C,Parts,WorkDay,128640,36,Medium
South West,Osun,Ede North,29-May-15,2016-02,3002C,Parts,Public Holiday,44520,25,Medium
South West,Osun,Ede North,29-May-15,2016-02,4500C,Service Plan,Public Holiday,6954120,41,Medium
South West,Osun,Ede North,30-May-15,2016-02,2500P,Printer Sale,WorkDay,2441400,5,Low
South West,Osun,Ede South,8-May-15,2016-02,3002C,Parts,WorkDay,26880,57,High
South West,Osun,Ede South,9-May-15,2016-02,4500P,Service Plan,WorkDay,1210200,4,Low
South West,Osun,Ede South,11-May-15,2016-02,5001P,Service Plan,WorkDay,1724280,7,Low
South West,Osun,Ede South,14-May-15,2016-02,4500C,Service Plan,WorkDay,11080440,38,Medium
South West,Osun,Ede South,15-May-15,2016-02,3002P,Parts,WorkDay,847200,40,Medium
South West,Osun,Ede South,18-May-15,2016-02,3002P,Service Plan,WorkDay,11000520,40,Medium
South West,Osun,Ede South,21-May-15,2016-02,4055T,Parts,WorkDay,257640,56,High
South West,Osun,Ede South,26-May-15,2016-02,5001C,Parts,WorkDay,84840,57,High
South West,Osun,Ede South,28-May-15,2016-02,3002P,Parts,WorkDay,1988880,25,Medium
South West,Osun,Ede South,30-May-15,2016-02,2500P,Printer Sale,WorkDay,3983040,10,Low
South West,Osun,Ede South,30-May-15,2016-02,3002C,Parts,WorkDay,138840,52,High
South West,Osun,Ede South,30-May-15,2016-02,3002C,Service Plan,WorkDay,2036160,10,Low
South West,Osun,Ede South,30-May-15,2016-02,5001C,Service Plan,WorkDay,200760,2,Low
South West,Osun,Ede South,31-May-15,2016-02,2500C,Copier Sale,WorkDay,1399800,6,Low
South West,Oyo,Afijio,1-May-15,2016-02,2500P,Printer Sale,Public Holiday,3825480,7,Low
South West,Oyo,Afijio,2-May-15,2016-02,4055T,Parts,WorkDay,412800,44,Medium
South West,Oyo,Afijio,3-May-15,2016-02,3002P,Service Plan,WorkDay,6351480,28,Medium
South West,Oyo,Afijio,6-May-15,2016-02,5001C,Parts,WorkDay,22080,17,Low
South West,Oyo,Afijio,7-May-15,2016-02,3002C,Parts,WorkDay,38520,49,Medium
South West,Oyo,Afijio,8-May-15,2016-02,3002C,Service Plan,WorkDay,1283040,4,Low
South West,Oyo,Afijio,10-May-15,2016-02,3002P,Parts,WorkDay,851040,60,High
South West,Oyo,Afijio,16-May-15,2016-02,4500C,Service Plan,WorkDay,4811520,30,Medium
South West,Oyo,Afijio,17-May-15,2016-02,5001C,Service Plan,WorkDay,54840,16,Low
South West,Oyo,Afijio,21-May-15,2016-02,2500C,Copier Sale,WorkDay,2650920,9,Low
South West,Oyo,Afijio,22-May-15,2016-02,3002P,Parts,WorkDay,108600,12,Low
South West,Oyo,Afijio,29-May-15,2016-02,5001P,Service Plan,Public Holiday,897720,4,Low
South West,Oyo,Atiba,1-May-15,2016-02,3002P,Parts,Public Holiday,619920,59,High
South West,Oyo,Atiba,14-May-15,2016-02,3002P,Service Plan,WorkDay,4337640,14,Low
South West,Oyo,Atiba,16-May-15,2016-02,3002C,Service Plan,WorkDay,1722600,10,Low
South West,Oyo,Atiba,17-May-15,2016-02,4500C,Service Plan,WorkDay,3970080,26,Medium
South West,Oyo,Atiba,18-May-15,2016-02,3002C,Parts,WorkDay,461760,102,High
South West,Oyo,Atiba,18-May-15,2016-02,5001C,Parts,WorkDay,78600,43,Medium
South West,Oyo,Atiba,18-May-15,2016-02,5001P,Service Plan,WorkDay,288480,1,Low
South West,Oyo,Atiba,22-May-15,2016-02,4055T,Parts,WorkDay,167880,33,Medium
South West,Oyo,Atiba,24-May-15,2016-02,2500C,Copier Sale,WorkDay,2884560,10,Low
South West,Oyo,Atiba,26-May-15,2016-02,3002C,Parts,WorkDay,16080,49,Medium
South West,Oyo,Atiba,28-May-15,2016-02,5001C,Service Plan,WorkDay,106680,48,Medium
South West,Oyo,Atiba,30-May-15,2016-02,2500P,Printer Sale,WorkDay,913920,2,Low
South West,Oyo,Atisbo,1-May-15,2016-02,3002P,Parts,Public Holiday,950160,60,High
South West,Oyo,Atisbo,7-May-15,2016-02,5001C,Service Plan,WorkDay,13800,23,Medium
South West,Oyo,Atisbo,9-May-15,2016-02,3002C,Service Plan,WorkDay,1337520,9,Low
South West,Oyo,Atisbo,12-May-15,2016-02,4055T,Parts,WorkDay,65880,52,High
South West,Oyo,Atisbo,13-May-15,2016-02,4500P,Service Plan,WorkDay,1436880,5,Low
South West,Oyo,Atisbo,15-May-15,2016-02,3002P,Parts,WorkDay,257520,15,Low
South West,Oyo,Atisbo,18-May-15,2016-02,2500P,Printer Sale,WorkDay,1218720,1,Low
South West,Oyo,Atisbo,20-May-15,2016-02,2500C,Copier Sale,WorkDay,2838600,8,Low
South West,Oyo,Atisbo,22-May-15,2016-02,4500C,Service Plan,WorkDay,2935320,14,Low
South West,Oyo,Atisbo,24-May-15,2016-02,3002C,Parts,WorkDay,251040,51,High
South West,Oyo,Atisbo,25-May-15,2016-02,5001P,Service Plan,WorkDay,300960,1,Low
South West,Oyo,Atisbo,28-May-15,2016-02,3002P,Service Plan,WorkDay,4702680,20,Low
South West,Oyo,Atisbo,31-May-15,2016-02,3002C,Parts,WorkDay,81840,19,Low
South West,Oyo,Egbeda,3-May-15,2016-02,3002P,Parts,WorkDay,1031400,31,Medium
South West,Oyo,Egbeda,4-May-15,2016-02,2500C,Copier Sale,WorkDay,4837800,13,Low
South West,Oyo,Egbeda,4-May-15,2016-02,2500P,Printer Sale,WorkDay,1928520,3,Low
South West,Oyo,Egbeda,5-May-15,2016-02,3002P,Service Plan,WorkDay,7734600,24,Medium
South West,Oyo,Egbeda,6-May-15,2016-02,4055T,Parts,WorkDay,338520,23,Medium
South West,Oyo,Egbeda,13-May-15,2016-02,5001C,Service Plan,WorkDay,165720,2,Low
South West,Oyo,Egbeda,15-May-15,2016-02,4500C,Service Plan,WorkDay,6853440,25,Medium
South West,Oyo,Egbeda,19-May-15,2016-02,4500P,Service Plan,WorkDay,2668800,7,Low
South West,Oyo,Egbeda,21-May-15,2016-02,3002C,Parts,WorkDay,50640,24,Medium
South West,Oyo,Egbeda,22-May-15,2016-02,3002C,Service Plan,WorkDay,1967520,9,Low
South West,Oyo,Egbeda,27-May-15,2016-02,5001P,Service Plan,Observance,682200,4,Low
South West,Oyo,Egbeda,31-May-15,2016-02,3002C,Parts,WorkDay,673800,38,Medium
South West,Oyo,Ibadan North,2-May-15,2016-02,2500P,Printer Sale,WorkDay,1791480,3,Low
South West,Oyo,Ibadan North,2-May-15,2016-02,3002C,Parts,WorkDay,173760,44,Medium
South West,Oyo,Ibadan North,4-May-15,2016-02,3002C,Service Plan,WorkDay,1346520,6,Low
South West,Oyo,Ibadan North,5-May-15,2016-02,4500P,Service Plan,WorkDay,1483440,6,Low
South West,Oyo,Ibadan North,6-May-15,2016-02,3002P,Parts,WorkDay,742320,18,Low
South West,Oyo,Ibadan North,8-May-15,2016-02,3002C,Parts,WorkDay,749760,36,Medium
South West,Oyo,Ibadan North,12-May-15,2016-02,5001C,Service Plan,WorkDay,85800,58,High
South West,Oyo,Ibadan North,14-May-15,2016-02,4055T,Parts,WorkDay,262440,54,High
South West,Oyo,Ibadan North,14-May-15,2016-02,5001P,Service Plan,WorkDay,1127880,4,Low
South West,Oyo,Ibadan North,17-May-15,2016-02,5001P,Parts,WorkDay,94440,44,Medium
South West,Oyo,Ibadan North,19-May-15,2016-02,3002P,Service Plan,WorkDay,7101960,18,Low
South West,Oyo,Ibadan North,25-May-15,2016-02,2500C,Copier Sale,WorkDay,3645840,11,Low
South West,Oyo,Ibadan North,27-May-15,2016-02,4500C,Service Plan,Observance,5412600,22,Medium
South West,Oyo,Ibadan North,30-May-15,2016-02,3002C,Parts,WorkDay,46200,51,High
South West,Oyo,Ibadan North-East,1-May-15,2016-02,3002P,Parts,Public Holiday,45000,16,Low
South West,Oyo,Ibadan North-East,4-May-15,2016-02,5001C,Parts,WorkDay,289320,19,Low
South West,Oyo,Ibadan North-East,5-May-15,2016-02,3002P,Service Plan,WorkDay,12233880,52,High
South West,Oyo,Ibadan North-East,10-May-15,2016-02,2500C,Copier Sale,WorkDay,9869640,34,Medium
South West,Oyo,Ibadan North-East,10-May-15,2016-02,4500C,Service Plan,WorkDay,8465160,43,Medium
South West,Oyo,Ibadan North-East,11-May-15,2016-02,4500P,Service Plan,WorkDay,421680,2,Low
South West,Oyo,Ibadan North-East,15-May-15,2016-02,3002C,Parts,WorkDay,6000,60,High
South West,Oyo,Ibadan North-East,15-May-15,2016-02,4055T,Parts,WorkDay,703440,19,Low
South West,Oyo,Ibadan North-East,19-May-15,2016-02,3002C,Parts,WorkDay,57840,43,Medium
South West,Oyo,Ibadan North-East,20-May-15,2016-02,5001C,Service Plan,WorkDay,163080,1,Low
South West,Oyo,Ibadan North-East,23-May-15,2016-02,5001P,Parts,WorkDay,127440,42,Medium
South West,Oyo,Ibadan North-East,25-May-15,2016-02,3002P,Parts,WorkDay,1281360,30,Medium
South West,Oyo,Ibadan North-East,27-May-15,2016-02,3002C,Parts,Observance,44640,27,Medium
South West,Oyo,Ibadan North-East,29-May-15,2016-02,5001P,Service Plan,Public Holiday,2164440,6,Low
South West,Oyo,Ibadan North-East,30-May-15,2016-02,2500P,Printer Sale,WorkDay,7063680,15,Low
South West,Oyo,Ibadan North-East,30-May-15,2016-02,3002C,Service Plan,WorkDay,2726280,15,Low
South West,Oyo,Ibadan North-West,3-May-15,2016-02,4500C,Service Plan,WorkDay,6771720,47,Medium
South West,Oyo,Ibadan North-West,9-May-15,2016-02,5001P,Service Plan,WorkDay,1122000,4,Low
South West,Oyo,Ibadan North-West,10-May-15,2016-02,2500P,Printer Sale,WorkDay,2798520,3,Low
South West,Oyo,Ibadan North-West,11-May-15,2016-02,5001C,Parts,WorkDay,1374600,29,Medium
South West,Oyo,Ibadan North-West,12-May-15,2016-02,3002P,Parts,WorkDay,80280,50,Medium
South West,Oyo,Ibadan North-West,13-May-15,2016-02,5001C,Service Plan,WorkDay,199200,2,Low
